,account,0x98Afac3b663113D29dc2Cd8C2d1d14793692F110,mvs_transfer_in,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x55d398326f99059ff775485246999027b3197955,0xba2ae424d960c26247dd6c32edc70b295c744c43,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,external_approve,liquidity_method
1807,0xe9cf01d60cb3934483bfa71d5ea8efbe55395a10,0,0,-943124670922773928,0,0,0,False,False
1808,0xf5176aa718de926f5f24032cfaf1758b2fd7fe5f,0,0,196286395443457358,0,0,0,False,False
1809,0x31f7b1cae908070fe2fc4d068bca2ea47945cb8c,21281185960694840405888,0,-8986756202404827272,0,0,0,False,False
1810,0x72574634ec87e13957d6531a12db4fbbc223979a,19438093500234964695176,-19438093500234964695176,-9653264492360207617,0,0,0,False,False
1811,0x760ba652f12394e3482c197dde2e95ab044185e8,38581313697749803905882,-38581313600000000000000,-152487954795097040034,0,0,0,False,False
1812,0x070467244c75cf05dfe460c9f4b52e00c8c0d152,2171133427114327931,-1171100000000000000,-2642737006228011734761,0,0,0,False,False
1813,0xce4c4fc6481bcf8b4d21a48b17ca8a5dfefead3a,100000000000000000000000,-100000000000000000000000,-444175862744654101169,0,0,0,False,False
1814,0xbb15d03867b5750fddbf8d94f7aef5395a3ffe14,501897590893158413749528,-500991939714918748647057,-226047377513590444554,0,0,0,False,False
1815,0x3f2ad6c5655cd0dfd5bc105b1b393d8324c8b0b0,110000000000000000000000,-110000000000000000000000,-328543497544512877081,0,0,0,False,False
1816,0x4850c7f10c274c995df0453ea551ddb28a7ba508,0,0,-6273843810945534917226,0,0,0,False,False
1817,0x4b2bbe209e9dfc131405d242912177423c75c9c9,-100000000000000000000,100000000000000000000,-18224808730168280157,0,0,0,False,False
1818,0x926ddaadfc0231be24a5066e41b07a0f33ddbf50,0,0,366321886101838789872,0,0,0,False,False
1819,0xb8b0ed8612d2ef87dd57ec3152a73ad4aed5b324,0,0,-32603851727102341740,0,0,0,False,False
1820,0x9ef394671399bb3d2172acb457d92a63091945cc,16582663159094414350651,0,-61886851282472498025,0,0,0,False,False
1821,0xdef796c0b5624c4dd3bac5f6581a58b13c8a9c2e,5535441751906464290271,0,-36763896081005227551,0,0,0,False,False
1822,0x114faa9c9fe85ef105c9791a836566675ae5bd3c,44700217753063892395138,0,2066108965514804927171,0,0,0,False,False
1823,0x2a239f46f998bf60492a3a408a3923bfb9c5d56d,0,0,-59575791856494774055,0,0,0,False,False
1824,0x15169a8940b321e2e743f0c33f1c524948398733,0,0,-506937179972022094870,0,0,0,False,False
1825,0x45677e44022aa3942991bff8d1103085c30578b5,-4411217216324037460938,4411217216324037460938,3701308983313202298,0,0,0,False,False
1826,0xe608c752df0ed5f74232126add5fe59840e3dec0,473891177631157315427733,-473891177631157315427733,-400935929647156398783,0,0,-10000000000000000,False,False
1827,0x8d5612ab8ceef4f85ac05e7969b03e445954d203,109071013969967090616199,-109071013969967090616199,244074504983845575646,0,0,0,False,False
1828,0xa34119df50e7385a088dd8abb49fd4b28523a758,0,0,311322852462545411,0,0,0,False,False
1829,0x64eca179bc72e154f645e022698e576447f4fda7,0,0,-4104001808211876452,0,0,0,False,False
1830,0xcdad2aa9d118352930d5e1d718a5dd025a3fac0a,0,0,-7022921823805516218,0,0,0,False,False
1831,0x66390a88ff032327c870207171e2548cee88dcd2,0,0,0,0,0,0,True,False
1832,0xcee7045eac5165bbfdf6bb8acc3292329c74f287,519036802684023419360441,482315690239119895244739,-1352472417579656952378,0,0,0,False,False
1833,0xa413f9559ae18921647be6e85ba467b81d1bcf01,5974513304030515906783,0,-43024209927962897515,0,0,0,False,False
1834,0x92906c16bf9f7d61258017d7e837aa0badaf989d,196282794216203170381195,-17536876644191389216637,-253487142931705433488,0,0,0,False,False
1835,0xd0a1e1c78d2edb28bd4c4867499ad3f2ad9a5b0c,0,0,113373190902478528593,0,0,0,False,False
1836,0x15ae808a8d3dd067c3d1a9b724c2159f51561f4a,-2778918860999388187606,0,1871291631677451188,2774087053821899023138,0,9093393740777924,False,False
1837,0x544b1d69ac83f7d8d04cc7d849a3ee4854e4945d,0,0,-9169239514757033713,0,0,0,False,False
1838,0x51c227ac31c7031c2e4eb923e3da1ed5a80cbf13,0,0,8223754405952687867,0,0,0,False,False
1839,0x0c49502e1a869c4cde215330adbf154f2679fb14,0,0,0,0,0,0,False,False
1840,0x77d2f12e8be193722b4cdf90bf8a785e1165195a,-520363617574057724452613,1147099201174055205431865,717323983480229832965,0,0,0,False,False
1841,0xcceefaa57eaa4696c043fc94a7ca307b54166e7b,0,0,-24673758724518485116,0,0,0,False,False
1842,0x7e6d194167618998f5c05664b5c223574bae6fee,110771691612935228557640,100000000000000000000,-399564187901173047224,0,0,0,False,False
1843,0x19fbaa212c38fdc8aaa5a29bdadb91edb71c0451,3000008252985313896738792,0,-3981001592729680888483,0,0,0,False,False
1844,0xe0cc0d49ef2f83ce84f30c770573866a64316bd8,410217164359509699130366,1000000000000000000000000,-2838208139938650712349,0,0,0,False,False
1845,0x274bdfe6c47dc1225b3195cc90d20219b92c59a1,0,0,2005163887648965630,0,0,0,False,False
1846,0xefe3c6f21f1cbca2dee0c86402b3dcfa9b424f6b,0,0,-20566345920587147816,0,0,0,False,False
1847,0x3a6b0a6143aa4b00aa3c16c0189cb543a50f48fe,405704298793636844074267,-403200294588189812588536,-441354276369878350848,0,0,0,False,False
1848,0x1e582aee1dc22d11e809e37c4cc7ad2beb52dbc4,0,0,76340922591539392584,0,0,0,False,False
1849,0x0e7856abf66abedc5b99ad1e07ca7a9ccf54f630,-261029607988946580598999,261029607988946580598999,772130161822005963801,0,0,4197490900676785,False,False
1850,0x59a66239eb1fc987e095517fc75f7f75a0076a5e,6000000000000000000000,-6000000000000000000000,-10352502406585387923,0,0,0,False,False
1851,0xa76b9e0741f2e6d4f0baf174d3442f629866f1ad,0,0,-73774944130224851685,0,0,0,False,False
1852,0x2ce7fcc530f3c9ac829325247713d7ce545035bc,208202281205267343006,0,-979428915397865561,0,0,0,False,False
1853,0x887925db4ea7c2a2d8a2e1ddd8d26b7626c7815c,-45357474210713681856829,45357474210713681856829,147384244475962335892,0,0,0,False,False
1854,0xd92d4be37cc034b22475df787d0986c895f00ffc,0,0,-26519399850047015443,0,0,0,False,False
1855,0x64adcf838f70722bfe1caf31fb4ae9b892c244ee,0,0,-268389458264158542702,0,0,0,False,False
1856,0x7138ea9d75f18c695f9a41018585cb2b246bb773,0,0,0,0,0,0,False,False
1857,0x58cf352e68a61ef25de209950c15dbfbb8bb65d8,0,0,-34075295862081353920,0,0,0,False,False
1858,0xb4f5999dd399dd2d5acdead9016c30ffdd6e2820,0,0,-281321413667035700525,0,0,0,False,False
1859,0x330c7648ac385c3b9a4611654df477f26f6bccd4,158526260477144039352069,-158526260477144039352069,444792774774595255671,0,0,0,False,False
1860,0xe448b2b7e5f4fc5c649c5965a7f97e80e0ba6d71,0,0,238255354131752725643,0,0,0,False,False
1861,0xb2eb14a33b3112faa320e61f6759133eedb62f76,0,0,49931293914264819889,0,0,0,False,False
1862,0xf96d4f3e7cf1d2e16d6624ba762829fd314af08d,0,0,-2452808961839159521,0,0,0,False,False
1863,0x17e1ffab4cd0d4487f0f65c7e5dbb96fbf3d1876,17251212764680098026413,-17251212764680098026413,-120852610351114774462,0,0,0,False,False
1864,0xdc5605dc991954d7c08b09f25719d9d73e9ec5a2,400333070193219649801,0,0,0,0,-1000000000000000,False,False
1865,0xce9ede8e88fb5130b24d5de3a7efac1c2c55ef91,0,0,-1499643900625119199,0,0,0,False,False
1866,0x995b691acdd08b95d55607ab4e015452e0834a15,0,0,-46411967390623911011,0,0,-7647374624593603,False,False
1867,0xbee5ce0c87034b2933c7b32f79c6bb951cd450b9,25350647516576104007006,0,-38402191940275544630,0,0,0,False,False
1868,0x701924652d5e61ee4f51516dc19d4e24ea72b95c,0,0,241680134697899640875,0,0,0,False,False
1869,0x5d9f0c9555e8e926993a200a1f8c0c4ad399eebf,100156648329609512008,0,438290691662704133430,-100000000000000000000,0,0,False,False
1870,0x3f825e24aa969bd9af3d9cca674cc6701cc66595,0,0,-261178694578559117235,0,0,0,False,False
1871,0x2981673efb11baaf237558a026df570e673f364c,0,0,-10799686005849906802,0,0,0,False,False
1872,0x28e9d5bb752280cd189c6b86ab44515c9b90db96,0,0,-9124272156659935741,0,0,0,False,False
1873,0x2ddc2de0c5d7dfe367eff86a70e38c0c056c2dd7,26665000000000000000000,0,-55819668371907203136,0,0,0,False,False
1874,0xfa2e276568ab599d10f8c1838c2827a01fe1b83c,3075752241014275794619371,-3075752241014275794619371,-14144401128934974204252,0,0,0,False,False
1875,0x4454cadf31e3e161d48c5fb9d709b2a94c9ba9df,1002766294215343997333,0,-6548498892896777403,-1000000000000000000000,0,0,False,False
1876,0x1498523f63eda9141000623dff98fa3c7fc7b3ff,14997892382489238924880,44272802493307191556922,-55120773591965403194,0,0,0,False,False
1877,0xa2035055d51dc091bb3b5104e0e3162abf929155,-4300616092305496134101,4300616092305496134101,1125621188582391394607,0,0,0,False,False
1878,0xa1397f82596795ef9ed7e87b3b82c077e78faa90,0,0,42539118766876270737,0,0,0,False,False
1879,0x6d32b06b35eeb0ab4fefc9a6db7ca0b0269dee1d,0,0,-7697750053493856613230,0,0,0,False,False
1880,0xa4dce7c3fb05ec59ad1cf1e4b4a4f9b7c145f36b,40763330178023974428540,0,-113429844953089769946,0,0,0,False,False
1881,0x003a344ed3d6defd25248e0a4dc02f18896666e6,0,0,0,0,0,0,False,False
1882,0xe4469f62b3ab17683b537036c6d782dd73840cb1,2421350490081827512823384,-2421350490081827512823384,-7341963351474874332343,0,0,0,False,False
1883,0xcb842b19a27d695fa9e277da3c8ee42239853409,-159615157150833988850020,160682682050211927277268,120665469742013076128,0,0,0,False,False
1884,0xf933703ad04ab4196c5515ce438597f2aedf6989,7407446589305240521939,0,-31455366429676922042,0,0,0,False,False
1885,0xc194c897d3ea82a3d438e17e2c693f62d94cd0f7,0,0,-3756398413976188852180,0,0,0,False,False
1886,0x80ccf3094241263209acb9b8a1c5189a64d153f5,-2617283552249140079,0,0,1293111969684016246204,0,0,False,False
1887,0x22574158de1f7150cc3f0a831c960dbc8d18f3cd,0,62905092988908048796088,0,0,0,0,False,False
1888,0x6858292d9bc051512d05f9296c65d9470e062d07,0,0,-7128805218234627789,0,0,0,False,False
1889,0x660da732baf12c534daad70ee49c692c66760355,0,0,-149037011880507122573,0,0,0,False,False
1890,0x211e3336c0caa297db096cd7e7816efa7615d2ae,0,0,-46980116493137882990,0,0,0,False,False
1891,0xe918f5ab2174811d669f3d97f5996e772f64c79f,0,0,-147344073783518655921,0,0,0,False,False
1892,0x55fb30b95efeeed70f44965795735af4da8a1482,0,0,0,0,0,0,False,False
1893,0xee5ac0f914d290b96680ef5e104b9fa5c12432a8,0,0,-225312945593203774144,0,0,0,False,False
1894,0x6de9a23c11a3062aace88b7988ca005c79df2a4c,0,0,-9096394353984835401,0,0,0,False,False
1895,0xe7af5c4ca9449d102eba8dc907395fba02507589,2076574133671961174453,-2076574133671961174453,-8110875780813243965,0,0,0,False,False
1896,0x783f3a044202bf21ad581d8139c18442c017dc9d,0,0,-12340334689213216426,0,0,0,False,False
1897,0x94e50d510091f178137c0c3e03b92c907d55145e,0,0,-24986912745132494441,0,0,0,False,False
1898,0xb6e86c7e23f3ba9a237cdbecdc9ffd9668168926,2541043325970715414045,0,-11610405157674860810,0,0,0,False,False
1899,0x37f7a61e3a31d9c1047e01b4b8757615de5c12e5,3948091431579317520924,0,-4743324757460029675,0,0,0,False,False
1900,0x217d769c26ae58c189b38bdc3e70ae8410a4b5b5,0,0,0,0,0,0,False,False
1901,0x1dd145c4e2dedd865f453012dc687bfada7bd920,6667991411491488065060,0,-10000000000000000000,0,0,0,False,False
1902,0x404e962c1669c9a60d99ff7cd7a7aba27dd91f3c,0,0,-512885591130634407,0,0,0,False,False
1903,0x3022db4efd640f286d5c2604348f6cae66558fc1,7000000000000000000000,0,2486503108907930670,0,0,0,False,False
1904,0x6a3595309a0568976dcb02e29122fd19425eab62,0,0,46166227519504463023,0,0,0,False,False
1905,0xb93637d347fa02c7649b7a74003f719945fac167,0,0,-1140129022784118963,0,0,0,False,False
1906,0xd9fadffdb8f8aff41dd1784d2d9a3dc38b4706de,-2536017094649691200972239,2536017094649691200972239,21020983788353920251444,0,0,0,False,False
1907,0x340b11a1505a540682e786c9e588ea3e318c234f,0,0,1315724471605477387776,0,0,0,False,False
1908,0x36da257d580eac046b3ce20e41a5d98729c1c6a4,0,1465201665064245756286,0,0,0,0,False,False
1909,0xcc4d284cd65d53ca9f4dd54a35df2f88a7ad895b,1376951444320516278244,0,-10624671493611712093,0,0,0,False,False
1910,0x803b0bcc5216f289dae83971aa4c4d7f7fd8ed94,0,0,-1641903899328429062,0,0,0,False,False
1911,0x76dd8ca694af5e4261d845235255bd4069001273,0,6667114717,0,0,0,0,False,False
1912,0xac61a5c50845a960bed9d4e7345200a541e76ff1,0,0,-2062649811389238314,0,0,0,False,False
1913,0xa32db86ba583935ca5b062b4d2aebfa27d0e114a,170099634015276693948167,213600270659060907236504,287307139545544105302,0,0,0,False,False
1914,0xdbefdf29ffe92730a4e8839fca5238b18bcc1fbf,0,0,-295816221093080534561,0,0,0,False,False
1915,0xdd4acd4245d64d7e0bb1b42a2a7e47e40fa6cb45,0,0,31435943925210926373,0,0,0,False,False
1916,0xa659c88d5edbcc728e420b0a90fc8947ac75e0bb,0,0,49591580300252511101,0,0,0,False,False
1917,0x9614728f6c0c7faa1d0eef2d3a972b8710527449,0,0,5341870382491565650,0,0,0,False,False
1918,0x2d7ab0fdf4c88bd2e311b3ecb26fc15a37772232,0,0,-4870247735044174431,0,0,0,False,False
1919,0x86482012db057d3dd85dc16aa4ed898cc6c97f5b,0,0,4355647968762382847,0,0,0,False,False
1920,0xafa6548fcedd68a0a7eaa6bb3c8f39aa5194a18d,0,0,5088200717427578708,0,0,-4000000000000000,False,False
1921,0xb2d70077e59756305a727301cf93958215bce396,911205334717333389737463,-910943881053111615221687,-796742563259735394477,-260373499724228331170,0,0,False,False
1922,0x96abcae1fc2210394d86c95deac57ffc6705a4c4,0,0,241544382474008415040,0,0,0,False,False
1923,0xedd8fbf48d180d590ebe1a207808fc507be9d170,0,0,602059885514341919,0,0,0,False,False
1924,0x7e24ce1d383eb8cf1bf33e061b8c0c295d72e297,69863221060313881969437,0,-462962962960000000000,0,0,0,False,False
1925,0xe9161413a15d87e96ad967d5649bab91a2aa457b,0,0,0,0,0,0,True,False
1926,0xc7b66fab3438677280edbde48ae33d2cb134a892,22521150517289008001199,0,-49823504598189779917,0,0,0,False,False
1927,0x4fa4619b7bde3a89417b2486a4770d1793cd80ad,0,638610546657397101622,269230938304718413427,0,0,0,False,False
1928,0x1708fed68d10ec799cb0f805b9fc59061a58af7e,29311682739170641800172382,0,-22724862081078559292838,0,0,0,False,False
1929,0xfe7073c7f88e0045cbdfd139481b96d819cee855,0,0,19236939643689110249,0,0,0,False,False
1930,0x466b39ac5cf603fc4fc2e4e2dcf50352a44f8e54,0,0,1067378158876842895679,0,0,0,False,False
1931,0x3fa2b30e8ff3eaae96302425be8dacc4f35c7a19,0,0,585383078288468563167,0,0,0,False,False
1932,0xe76f1e441580217b9c8cd65ec0501837bb5fde4d,0,0,-10548062603799700051,0,0,0,False,False
1933,0x872e3705930713e607be2f5be7af41f0559b6102,0,0,-4144568429212836980,0,0,0,False,False
1934,0x9185ead8f5e2ae307dae1e66b79969197ae338d6,22259447033207643305868,-22259447033207643305868,-16318160018278165030,0,0,0,False,False
1935,0x859744bb0c7d7c06c507ad9a572e0cae30f6059c,2196213470359551009686,0,-3521408761972001672,0,0,0,False,False
1936,0x38477cc00365d813e5e0b381a9f76f7fe551f11f,0,0,0,0,0,1054078996375679,False,False
1937,0x543ec45a69967600c6172d79c3b606d75887f3ec,0,0,1486286977205709417,0,0,0,False,False
1938,0xae7ffb147599e5a40c262695ca0be55e99caee9b,2297568799096267403126346,124517923289794451901817,-3968582539686315376579,0,0,0,False,False
1939,0xf184c8ed4ab265f88630ce33c1c5a9adf6fdac5e,0,0,0,0,0,0,True,False
1940,0x60c281e07c87ac5f835eb3c3bc58647ceb21b133,0,0,689393242084452865,0,0,0,False,False
1941,0xcac089b947d22140d5c283d64a5871404870e62d,0,0,-805716712700519331251,0,0,0,False,False
1942,0xc2420db9d1b3a45fa472c19082b603715ba98c28,0,0,47387644244835081819,0,0,0,False,False
1943,0x3c8f24aa660d7436494f29f6a37feaa02b985bc3,-1027642679565488489,0,0,296566195892098632873,0,0,False,False
1944,0xcd2d31bc8771fe6027b03fe49c08ef508c657842,0,0,141260183071280256612,0,0,0,False,False
1945,0x6d22a20a082b42904fb4169a648360b8e9abe447,123863261483160758257618,0,-191515488388489853208,0,0,0,False,False
1946,0xe4e1b0134f92a32f6386c898ad6ca6b076c19e7a,0,0,0,0,0,0,True,False
1947,0x0022292eab4e71db9dbebeedf7a67b612c34784c,7458368614001820984048,0,-9020739647755987885,-7451046899356468170224,0,15238943027754410,False,False
1948,0xe41b634f643a8741f590a23304c0e6b1e1cfa811,0,0,-43905131964958660549,0,0,0,False,False
1949,0x328669dfd1a6ce0e91f831160112fce28ed96b38,1100000000000000000000,0,0,0,0,-5981666609739697,False,False
1950,0x4d0a78bfa0160c36fefec50687f7cc44ae27109c,0,0,360335414691987295343,0,0,0,False,False
1951,0x690b320b1781831969904030a178512f2232e8d2,83869809330735488992,0,0,0,0,-1304040000000000,False,False
1952,0x24bff436d96c43e23bfc6014e408b32adea015e2,0,0,-2522759651433988698282,0,0,0,False,False
1953,0xdd59480a856a7af92412db9e4757b8e3ca74139d,1415791918891399600211,0,-9190262153735679567,0,0,0,False,False
1954,0x41f5ef1180488e13186105f30003b8f0b7696595,0,0,-153969019010848753678,0,0,0,False,False
1955,0xf026e4ad42609c77dec58d7e2f6e92f7a5b5d6c5,-88286630984702827309277,88286630984702827309277,806481988262600679057,0,0,0,False,False
1956,0x918a97fd6d7d7e3cc522f8f9667397952d8d195a,0,0,438772438648544166,0,0,0,False,False
1957,0xebd6835461c639ca16db9a2e9a16afe7936da324,0,0,-5047162453470146098,0,0,0,False,False
1958,0x853e302beb9638cdb887dd7e93830e0e4e8205de,277924486354234036057865,0,-678653613638364827888,0,0,0,False,False
1959,0xf4a5bdc7b7d398ed0733abb721d28bfc99a4e476,0,0,398075788995540892616,0,0,0,False,False
1960,0xb0a2b92d4263f2ff5dc1d8090b5397c00dbbf280,0,0,396105737686751756376,0,0,0,False,False
1961,0xdb426238ac01cdeff6df5f291e87a130377f5b34,440451863570473073515,0,-3003568553133598072,0,0,0,False,False
1962,0x84a43dcab8c49f36ace9284af39d30ab4f843462,0,0,173008751424632648802,0,0,0,False,False
1963,0xa96609f73bbe717f3b0151eb3c0dbff35a0c137a,0,0,-20916784698440557783,0,0,0,False,False
1964,0xbffc14980aba726b578967c13e83e01e02905399,0,0,-104489841514442938884,0,0,0,False,False
1965,0xdae863d021c7b5e191acd420ab992601c8c9a1be,0,0,-495134350819051003,0,0,0,False,False
1966,0x90c72bf4768c853d49f8a556379f3971ac4ef095,0,0,57375251776261573509,0,0,0,False,False
1967,0x47442696fd5df3cd54c79c30bcc1756523e3db96,7345476627598278975482,0,-47948851275617190618,252611091258923520744,0,0,False,False
1968,0x75888afc291debc52acc7dd4a6bedd7e3eb4e613,0,0,34898373043884415559,0,0,0,False,False
1969,0x15e1fee40eabef0d7f301d223153b74e004ab645,36579106253419173605717,0,-118064214796900510458,0,0,0,False,False
1970,0x19578861eb48139c153bd3f37be6b8ae748d2a55,-1123703624368622173,0,0,1474835515996208519461,0,0,False,False
1971,0x79d633602091cf71dfb74df92a12ae46838853df,1032572603747870554541,0,-4460560347790312603,0,0,0,False,False
1972,0x3ec02cc74d7a4bcf0d42772e95f87ec248f52408,0,2211127702126433637422,0,0,0,0,False,False
1973,0x21facdbe9a6a403cc171285e9025cfd44572a4d8,-125952013633440161771851,125952013633440161771851,77524078499846901440,0,0,0,False,False
1974,0xf993c55362d82515c8604631d46842c4da95b03a,-703737618932598300,0,0,269000000000000000000,0,0,False,False
1975,0xa8192fc95a09d1a31eb9400fd362581830f2097b,0,0,-622052773260749874,0,0,0,False,False
1976,0x4dd77d1f098552454075901d782a457e50965bea,0,0,-1966796665977576536,0,0,0,False,False
1977,0x15fb14a23c0d9374539b215a97ba9e9eb2702e87,902027422979565274759823,-902240725156303442632859,-1152067887234327304171,212726337726405971898,0,0,False,False
1978,0xce64de01ac18cf474988eba91a1bfe3bfbef191e,0,0,36277456004462526575,0,0,0,False,False
1979,0x607a8054fc0889be02e4a5d3b97a71fe916cf11b,93089543458341913483643,0,-138267058341559546769,0,0,0,False,False
1980,0xb24fc4558d364b129a02590e4da83f1b00c020ce,0,0,266670722818641065036,0,0,0,False,False
1981,0xc5d85822bfdb3ed1407bfe3f07f8b2e6026b0b14,0,0,64521636975205479027,0,0,0,False,False
1982,0xd91f5d89d52ce5ee6e1db8b9aa82e08a2af964e0,3683040593204492000133,0,-5005734035353477481,0,0,0,False,False
1983,0xe8c2a9fb9cd887145b82faddaee1f199f5355fbb,0,0,-752432152612666283271,0,0,0,False,False
1984,0x2465e6cded1d3a40dc671e40565399495204562e,0,0,18352554014387899983,0,0,0,False,False
1985,0xefd0915215997b36bb52edf6878006b1f30f306f,0,0,-24744647679572989001,0,0,0,False,False
1986,0x1826aae438464b1998e872f0e57ea529506aaf06,866154989478308266935604,0,-3105614224344792825607,0,0,0,False,False
1987,0x1f60acb6e3f7fe919cc4933c6fbc06aeff7499ec,0,0,-708766717593483085,0,0,0,False,False
1988,0x2b3f187eb58a1f365948da81383e1433944c0c21,0,0,-2702878676437184965,0,0,0,False,False
1989,0xd5435befdfc6f5dc1fe4d90cfb58d0bc206de763,357150512643143347870,0,0,0,0,-2000000000000000,False,False
1990,0x958062e9873cb0d05dc065132743eb1d0cffbc2a,0,0,-4017955218273136086,0,0,0,False,False
1991,0x56653df991f36700881eee7beb6d3969a666e744,-9990000000000000000000,10000000000000000000000,28654922517051233240,0,0,0,False,False
1992,0xa679d5ca0d485bc18c31a2f30f8b08e6d6de598b,0,0,729219074645662141182,0,0,0,False,False
1993,0x26267083181bb6e99ce116fee0febfcffde20094,0,0,-49250138164751902410,0,0,0,False,False
1994,0xc00fd375b8c7be0df129324316159d6c27c73a9f,0,1939302007125849339944,0,0,0,0,False,False
1995,0x0c9fc2f4b289379b0367ab1a82b8151d567fd072,4636811699576900308111,0,-10158715230164332119,0,0,0,False,False
1996,0x8b43fc109ed85ea9268b4a9068a1e05102db713e,5000000000000000000000,0,-43685408655897714520,0,0,0,False,False
1997,0x1cc13da78a80c6a59f8c9ab88d4673872def4b1f,0,0,-491740372213471614,0,0,0,False,False
1998,0x361be8241e5496553ecec547b2d2dd8a84d19a33,0,0,0,0,0,0,True,False
1999,0xbeb3fa03f6b9c4498241d5d4a1cdefbf17649f20,30606467334773008317765,0,-214208341063894922349,0,0,0,False,False
2000,0x0855f46ee6ad84683a08c538e3ffb381f6e4cbad,-1570662598347326143133269,1570662598347326143133269,1459273318483278812671,0,0,0,False,False
2001,0x017c1d3170548104d17101c0ad89ed85d2977dc4,0,0,-5626598520257949232,0,0,0,False,False
2002,0x6384d9c534e6271e862a41aa9359e1f742a04fb3,0,0,0,0,0,0,True,False
2003,0x7183441d4036d3bf6a1dd9ce48e49ec7f2a97a8c,517906330724660384914116,-517906330724660384914116,-467271930398527044057,0,0,0,False,False
2004,0x11fcf85ec0303c399cb88aa8d581afa18853e071,0,0,-8001626207526427,0,0,0,False,False
2005,0xee0232e292ee48203656e18c8b1d9e7fe5ede212,1874512088506046941573,0,-1472714151093407337,0,0,0,False,False
2006,0x3b791e5d04cafad23179c2fe55f5e1087334e68c,0,0,-36475932805114213780,0,0,0,False,False
2007,0xa16e4dffe68bd8a2893dc258ca8d43e4616e8406,101714232576860904119657,0,-539696009389793826158,0,0,0,False,False
2008,0xe4bba2c7d91641a11083c4f27e5ba248d0cbf921,0,0,0,0,0,0,True,False
2009,0x1fd993219005f3b79bdb6291a5e65672460f8d74,-6329852435347578264468849,6329852435347578264468849,11234026762759378844521,0,0,0,False,False
2010,0xe68bfa8bfab1ce9f628373f8a910f45242a7cebc,0,0,-76707902740678106093,0,0,0,False,False
2011,0xaf122dc6c3b72477f9a623f68efbd6d7f7019f86,0,0,50982633393886519958,0,0,0,False,False
2012,0xf3c01f934bb42706a2d998f5eae3eff7bc5122e7,45539719954339296015250,0,-198610981597458583632,0,0,0,False,False
2013,0x32841b91a68da747bb43229c083982053dc71b7f,441793435058220054045928,-441793435058220054045928,4245263608371427210094,0,0,0,False,False
2014,0x42aeac6fae739c7074609e7cc906efa91c0a98e5,344587879425285562137417,-335135248450688534492872,778223413451107991754,0,0,0,False,False
2015,0x11cc1a755ad445243c1cd2a5a5e85b941f2015ba,0,0,2751256609419522887,0,0,0,False,False
2016,0x35641d99d37257ce48732df4f33d381799bc5ef1,1209014302894011995938,0,0,0,0,-5000000000000000,False,False
2017,0xeb4826d0012114d725fc7b8363df1ed55ad64d93,23882660200527014013517,-23880660200527014013517,1676271294066787962901,0,0,0,False,False
2018,0x2581fdae7b97cd0c12c3f40434a1d3c018ff92b3,0,0,-6864467225792498085,0,0,0,False,False
2019,0x751a84ce4626e7e45197d399a0116062f17d47fd,0,0,0,0,0,0,True,False
2020,0xe3d2dccadaf0e527da870c245fb10902b2266ee2,0,0,84871265944469501013,0,0,0,False,False
2021,0xbe39ded493b3db442149a688eb58d6ed16bf5f54,0,0,67557690954043760384,0,0,0,False,False
2022,0xe820a286bfaa9861f0766f2e6dae55cc4f5219d5,62366940681672082375116,0,-100000000000000000000,0,0,0,False,False
2023,0x7941eaa223f42fd8af2ed39b5a7e7a3a25d88767,260242335653956064900772,0,-648696870503515731685,0,0,0,False,False
2024,0xe05531434aa376542e4e0889b6ae019f79aba924,120000745848821252370911,0,-322739490382800472180,0,0,0,False,False
2025,0xc8ace206dd0324d4086ac701cf6757217417e688,456446283328012135590,0,0,72038189317648798581,0,-2500000000000000,False,False
2026,0x785163efbc8c09068ee9148c4dba1b77adb03451,0,0,14894496158384020707,0,0,0,False,False
2027,0xd6eb0766b437a0078f83e50a59edbe42ca3de7b0,500000000000000000000,0,-527893094748488288,0,0,0,False,False
2028,0x8a898bc829b76643d2a6513da44fd115dd521dab,0,0,9765272207367581449,0,0,0,False,False
2029,0xceda030d0b923736f6d8ee8a566c080721e1eb37,0,0,124427272931611110961,0,0,0,False,False
2030,0x44fdbdcdcecbed64cc1ad1ca09637a63a6fdcfd7,0,0,-7615341445298534452,0,0,0,False,False
2031,0x3d8cda1b54e748779b7df68f5e65b97584a8839f,286696342629817119972640,0,-991733488346094384039,0,0,0,False,False
2032,0xca7a58f0c748ea5d88fcfff68d0a992c8b45c192,585852107840252212231015,0,-274067844830095841994,0,0,0,False,False
2033,0x7d03b91cf80f39ab4a4d29234239952c513d1edd,0,0,489642472939602055,0,0,0,False,False
2034,0x392bdc4d2b8638d2a76af18140d962e46a69cd86,0,0,-20091146582454557820,0,0,0,False,False
2035,0x29c87581f8cb455858c352216d8c6123109862fa,0,0,1767692389934867241308,0,0,0,False,False
2036,0x0e34f878bbe9f78edd7684b8fb354f3b93fc319e,0,0,2082667474830678119,0,0,0,False,False
2037,0x9b5dbc2f397f17970ece35ba0384c2b58f540d44,0,0,-2449015069015622829,0,0,0,False,False
2038,0x950d3bb4736958df832c790b0a9aee9bb545b92d,30244687749041885854197,0,-215695416567102601265,0,0,0,False,False
2039,0x48bb193cad4ba372625713ce38995d478435b3e7,0,0,-18473271680765820346,0,0,0,False,False
